rgiid,period,area,dhdt,err_dhdt,dvoldt,err_dvoldt,dmdt,err_dmdt,dmdtda,err_dmdtda,perc_area_meas,perc_area_res,valid_obs,valid_obs_py,reg
RGI60-16.00003,2010-01-01_2011-01-01,149000.0,-0.3025,4.4657,-45071.0,665464.0,-3.8e-05,0.000566,-0.2571,3.7968,1.0,1.0,1.0,1.0,16
RGI60-16.00003,2010-01-01_2012-01-01,149000.0,-0.3346,2.2115,-49859.0,329707.0,-4.2e-05,0.00028,-0.2844,1.8821,1.0,1.0,4.75,2.0,16
RGI60-16.00003,2010-01-01_2015-01-01,149000.0,-0.4001,0.8999,-59610.0,134790.0,-5.1e-05,0.000115,-0.3401,0.7733,1.0,1.0,16.69,5.0,16
RGI60-16.00003,2010-01-01_2020-01-01,149000.0,-0.547,0.471,-81503.0,72654.0,-6.9e-05,6.2e-05,-0.465,0.4293,1.0,1.0,24.38,9.81,16
RGI60-16.00003,2011-01-01_2012-01-01,149000.0,-0.3668,4.3128,-54646.0,642736.0,-4.6e-05,0.000546,-0.3117,3.6674,1.0,1.0,3.75,1.0,16
RGI60-16.00003,2012-01-01_2013-01-01,149000.0,-0.3076,4.3172,-45834.0,643344.0,-3.9e-05,0.000547,-0.2615,3.6706,1.0,1.0,5.0,1.0,16
RGI60-16.00003,2012-01-01_2014-01-01,149000.0,-0.3387,2.1549,-50459.0,321288.0,-4.3e-05,0.000273,-0.2879,1.8342,1.0,1.0,8.0,2.0,16
RGI60-16.00003,2012-01-01_2016-01-01,149000.0,-0.5264,1.0868,-78433.0,162932.0,-6.7e-05,0.000139,-0.4474,0.9357,1.0,1.0,14.94,4.0,16
RGI60-16.00003,2013-01-01_2014-01-01,149000.0,-0.3697,4.3579,-55084.0,649453.0,-4.7e-05,0.000552,-0.3142,3.7057,1.0,1.0,3.0,1.0,16
RGI60-16.00003,2014-01-01_2015-01-01,149000.0,-0.6538,4.3885,-97414.0,654266.0,-8.3e-05,0.000556,-0.5557,3.7348,1.0,1.0,3.94,1.0,16
RGI60-16.00003,2014-01-01_2016-01-01,149000.0,-0.7141,2.1938,-106407.0,327787.0,-9e-05,0.000279,-0.607,1.8756,1.0,1.0,6.94,2.0,16
RGI60-16.00003,2015-01-01_2016-01-01,149000.0,-0.7745,4.4251,-115399.0,659873.0,-9.8e-05,0.000561,-0.6583,3.7677,1.0,1.0,3.0,1.0,16
RGI60-16.00003,2015-01-01_2020-01-01,149000.0,-0.6939,0.928,-103396.0,140314.0,-8.8e-05,0.000119,-0.5898,0.813,1.0,1.0,7.69,4.81,16
RGI60-16.00003,2016-01-01_2017-01-01,149000.0,-0.5495,4.5894,-81873.0,684076.0,-7e-05,0.000581,-0.4671,3.9041,1.0,1.0,1.31,1.0,16
RGI60-16.00003,2016-01-01_2018-01-01,149000.0,-0.5835,2.2391,-86945.0,334228.0,-7.4e-05,0.000284,-0.496,1.9104,1.0,1.0,2.88,2.0,16
RGI60-16.00003,2016-01-01_2020-01-01,149000.0,-0.6738,1.1598,-100395.0,174354.0,-8.5e-05,0.000148,-0.5727,1.0042,1.0,1.0,4.69,3.81,16
RGI60-16.00003,2017-01-01_2018-01-01,149000.0,-0.6176,4.6415,-92018.0,691912.0,-7.8e-05,0.000588,-0.5249,3.9492,1.0,1.0,1.56,1.0,16
RGI60-16.00003,2018-01-01_2019-01-01,149000.0,-0.7437,4.6029,-110810.0,686306.0,-9.4e-05,0.000583,-0.6321,3.9181,1.0,1.0,0.81,0.81,16
RGI60-16.00003,2018-01-01_2020-01-01,149000.0,-0.7641,2.3454,-113845.0,350453.0,-9.7e-05,0.000298,-0.6495,2.0053,1.0,1.0,1.81,1.81,16
RGI60-16.00003,2019-01-01_2020-01-01,149000.0,-0.7844,4.7597,-116881.0,709711.0,-9.9e-05,0.000603,-0.6668,4.0519,1.0,1.0,1.0,1.0,16
RGI60-16.00004,2000-01-01_2001-01-01,51000.0,0.0942,5.4623,4803.0,278580.0,4e-06,0.000237,0.08,4.6431,1.0,1.0,1.0,1.0,16
RGI60-16.00004,2000-01-01_2002-01-01,51000.0,0.1091,2.8027,5562.0,142953.0,5e-06,0.000122,0.0927,2.3828,1.0,1.0,1.0,1.0,16
RGI60-16.00004,2000-01-01_2004-01-01,51000.0,0.1042,1.3374,5315.0,68233.0,5e-06,5.8e-05,0.0886,1.1377,1.0,1.0,3.0,2.0,16
RGI60-16.00004,2000-01-01_2005-01-01,51000.0,0.0786,1.0812,4009.0,55161.0,3e-06,4.7e-05,0.0668,0.9197,1.0,1.0,4.0,3.0,16
RGI60-16.00004,2000-01-01_2010-01-01,51000.0,-0.0121,0.554,-616.0,28255.0,-1e-06,2.4e-05,-0.0103,0.4709,1.0,1.0,10.2,6.2,16
RGI60-16.00004,2000-01-01_2020-01-01,51000.0,-0.1522,0.2942,-7762.0,15249.0,-7e-06,1.3e-05,-0.1294,0.2583,1.0,1.0,17.2,10.2,16
RGI60-16.00004,2001-01-01_2002-01-01,51000.0,0.124,5.3884,6322.0,274818.0,5e-06,0.000234,0.1054,4.5805,1.0,1.0,0.0,0.0,16
RGI60-16.00004,2002-01-01_2003-01-01,51000.0,0.0991,5.3329,5057.0,271985.0,4e-06,0.000231,0.0843,4.5332,1.0,1.0,0.0,0.0,16
RGI60-16.00004,2002-01-01_2004-01-01,51000.0,0.0994,2.6371,5067.0,134504.0,4e-06,0.000114,0.0845,2.2419,1.0,1.0,2.0,1.0,16
RGI60-16.00004,2003-01-01_2004-01-01,51000.0,0.0996,5.0633,5078.0,258234.0,4e-06,0.000219,0.0846,4.304,1.0,1.0,2.0,1.0,16
RGI60-16.00004,2004-01-01_2005-01-01,51000.0,-0.0238,5.0619,-1214.0,258157.0,-1e-06,0.000219,-0.0202,4.3026,1.0,1.0,1.0,1.0,16
RGI60-16.00004,2004-01-01_2006-01-01,51000.0,-0.0672,2.4867,-3425.0,126829.0,-3e-06,0.000108,-0.0571,2.1139,1.0,1.0,4.0,2.0,16
RGI60-16.00004,2004-01-01_2008-01-01,51000.0,-0.0522,1.2645,-2664.0,64495.0,-2e-06,5.5e-05,-0.0444,1.075,1.0,1.0,5.2,3.2,16
RGI60-16.00004,2005-01-01_2006-01-01,51000.0,-0.1105,5.0343,-5637.0,256757.0,-5e-06,0.000218,-0.0939,4.2794,1.0,1.0,3.0,1.0,16
RGI60-16.00004,2005-01-01_2010-01-01,51000.0,-0.1028,1.0526,-5241.0,53712.0,-4e-06,4.6e-05,-0.0873,0.8957,1.0,1.0,6.2,3.2,16
RGI60-16.00004,2006-01-01_2007-01-01,51000.0,-0.0611,4.9536,-3117.0,252637.0,-3e-06,0.000215,-0.0519,4.2107,1.0,1.0,0.2,0.2,16
RGI60-16.00004,2006-01-01_2008-01-01,51000.0,-0.0373,2.5152,-1903.0,128274.0,-2e-06,0.000109,-0.0317,2.1379,1.0,1.0,1.2,1.2,16
RGI60-16.00004,2007-01-01_2008-01-01,51000.0,-0.0135,5.0384,-690.0,256960.0,-1e-06,0.000218,-0.0115,4.2827,1.0,1.0,1.0,1.0,16
RGI60-16.00004,2008-01-01_2009-01-01,51000.0,-0.1291,5.0441,-6584.0,257259.0,-6e-06,0.000219,-0.1097,4.2878,1.0,1.0,2.0,1.0,16
RGI60-16.00004,2008-01-01_2010-01-01,51000.0,-0.1643,2.6295,-8381.0,134135.0,-7e-06,0.000114,-0.1397,2.2361,1.0,1.0,2.0,1.0,16
RGI60-16.00004,2008-01-01_2012-01-01,51000.0,-0.1729,1.2552,-8817.0,64092.0,-7e-06,5.4e-05,-0.147,1.0695,1.0,1.0,2.0,1.0,16
RGI60-16.00004,2009-01-01_2010-01-01,51000.0,-0.1996,5.1911,-10177.0,264772.0,-9e-06,0.000225,-0.1696,4.4133,1.0,1.0,0.0,0.0,16
