country,short_name,names,id,latitude,longitude,gtng_region,glims_id,rgi50_ids,rgi60_ids,rgi70_ids,wgi_id,parent_glacier_id,references,remarks
CN,RGI60-14.04608,,109594,35.972,76.1788,14_south_asia_west,,,RGI60-14.04608,,,,,
CN,RGI60-14.04609,,109595,35.9682,76.181,14_south_asia_west,,,RGI60-14.04609,,,,,
CN,RGI60-14.05140,,109993,36.4875,76.2544,14_south_asia_west,,,RGI60-14.05140,,,,,
CN,RGI60-14.05141,,109994,36.4868,76.2492,14_south_asia_west,,,RGI60-14.05141,,,,,
CN,RGI60-14.05142,,109995,36.4729,76.3227,14_south_asia_west,,,RGI60-14.05142,,,,,
CN,RGI60-14.05143,,109996,36.4186,76.2934,14_south_asia_west,,,RGI60-14.05143,,,,,
CN,RGI60-14.05144,,109997,36.2804,76.4914,14_south_asia_west,,,RGI60-14.05144,,,,,
CN,RGI60-14.05146,,109998,36.2558,76.46,14_south_asia_west,,,RGI60-14.05146,,,,,
CN,RGI60-14.05147,,109999,36.2188,76.5141,14_south_asia_west,,,RGI60-14.05147,,,,,
CN,RGI60-14.05148,,110000,36.1719,76.4558,14_south_asia_west,,,RGI60-14.05148,,,,,
CN,RGI60-14.05149,,110001,36.235,76.3944,14_south_asia_west,,,RGI60-14.05149,,,,,
CN,RGI60-14.05152,,110002,36.3148,76.3765,14_south_asia_west,,,RGI60-14.05152,,,,,
CN,RGI60-14.05178,,110020,36.0247,76.2248,14_south_asia_west,,,RGI60-14.05178,,,,,
CN,RGI60-14.05179,,110021,36.033,76.1573,14_south_asia_west,,,RGI60-14.05179,,,,,
CN,RGI60-14.05180,,110022,35.9989,76.1983,14_south_asia_west,,,RGI60-14.05180,,,,,
CN,RGI60-14.05181,,110023,36.0368,76.1646,14_south_asia_west,,,RGI60-14.05181,,,,,
